key_2,report_year,comp_name,sec_code,badflag_m4,Finanomalies142,Leverage9,Finanomalies122,Finanomalies101,Finanomalies100,Finanomalies97,Finanomalies112,Finanomalies5,Finanomalies1,Finanomalies32,Finanomalies87,Finanomalies61
山东丰元化学股份有限公司_20201231,2020,山东丰元化学股份有限公司,C,0,0.57379593,0.133314015,0.042149804,0.0,0.945674671,4.584889523999999,0.142542764,0.129833188,0.021779891,0.008108695,-8.556734249,0.17855719
大恒新纪元科技股份有限公司_20201231,2020,大恒新纪元科技股份有限公司,C,0,0.078567028,0.342704374,0.069835959,1.985837897,6.286532276,-0.55297981,0.0,0.241473888,0.044168402,0.008516285,0.650331895,0.264516294
苏州工业园区和顺电气股份有限公司_20201231,2020,苏州工业园区和顺电气股份有限公司,C,0,0.429486147,0.490621915,0.002117122,1.434374765,1.229719542,0.663100908,0.0,0.37427223,0.045844493,0.0030604129999999,-4.231308101000001,0.214062682
重庆小康工业集团股份有限公司_20201231,2020,重庆小康工业集团股份有限公司,C,0,0.003134289,0.257894383,0.039571975,0.0,0.522529647,-0.1275966469999999,0.071174616,0.02557313,0.120848114,0.024770806,-2.017157261,0.174505798
深圳市欣天科技股份有限公司_20201231,2020,深圳市欣天科技股份有限公司,C,0,0.382805097,0.61559528,0.083949718,0.6634490120000001,13.40883749,-0.842845029,0.0,0.226338772,0.049973227,0.009806868,0.131809957,0.33791677
郑州煤矿机械集团股份有限公司_20201231,2020,郑州煤矿机械集团股份有限公司,C,0,0.301499955,0.257694537,0.054247074,2.992603744,0.6278161529999999,0.163220435,0.016897868,0.233113801,0.020401358,0.004289141,0.8091206209999999,0.21339302
唐人神集团股份有限公司_20201231,2020,唐人神集团股份有限公司,C,0,0.084464444,0.171590531,0.17803279,17.00299024,0.422809072,-0.8281003029999999,0.1121403119999999,0.029838386,0.009591085,0.001548627,1.063426658,0.102153228
江西恒大高新技术股份有限公司_20201231,2020,江西恒大高新技术股份有限公司,C,0,0.552245075,0.175059625,0.102116204,0.771430024,3.017219994,-0.261714033,0.021994944,0.168380625,0.097209258,0.0143599989999999,-6.600543192999999,0.401737906
珠海格力电器股份有限公司_20201231,2020,珠海格力电器股份有限公司,C,0,0.641155174,0.194684971,0.014969891,3.049613518,6.154411787999999,0.132891018,0.014383327,0.03129538,0.027933117,0.005734871,1.353709071,0.299021957
华辰精密装备(昆山)股份有限公司_20201231,2020,华辰精密装备(昆山)股份有限公司,C,0,0.98453537,0.089076536,0.002002253,0.191876884,4.330410595,0.0,0.0036282159999999,0.049398686,0.215462651,0.011544725,0.381682856,0.4665023479999999
金杯汽车股份有限公司_20201231,2020,金杯汽车股份有限公司,C,0,0.0033934309999999,0.37708936,0.145595924,9.81766993,1.882984326,-0.766627745,0.009619635,0.246946286,0.027987495,0.004567256,0.790976337,0.137793494
江西国泰集团股份有限公司_20201231,2020,江西国泰集团股份有限公司,C,0,0.458358311,0.169611166,0.104130066,2.338454087,0.789041202,2.344959612,0.050382703,0.122333355,0.035966023,0.006777658,0.944710706,0.404004704
浙江佐力药业股份有限公司_20201231,2020,浙江佐力药业股份有限公司,C,0,0.589689157,0.252503002,0.033113189,2.977830747,0.729320005,6.628944083,0.000363007,0.110070252,0.016992663,0.013670388,0.393144407,0.621933386
杭州炬华科技股份有限公司_20201231,2020,杭州炬华科技股份有限公司,C,0,0.858132783,0.547183455,0.015289456,0.605966322,0.0,-0.046080097,0.0453528709999999,0.117660746,0.0220828379999999,0.00568448,2.008224231,0.367569747
上海龙头(集团)股份有限公司_20201231,2020,上海龙头(集团)股份有限公司,C,0,0.09852458,0.074593433,0.086240158,2.822746881,0.66365396,-0.629736741,0.005489614,0.161679979,0.042324329,0.00555484,-1.398872769,0.243421333
襄阳汽车轴承股份有限公司_20201231,2020,襄阳汽车轴承股份有限公司,C,0,0.678400325,0.295246053,0.044983126,0.0,0.125418523,0.003244282,0.018117275,0.15153766,0.0218103789999999,0.016382846,0.0,0.100795331
山东双一科技股份有限公司_20201231,2020,山东双一科技股份有限公司,C,0,0.896083327,0.477102062,0.0515172709999999,1.577237201,0.0,0.7966854720000001,0.029218155,0.233441846,0.019654031,0.008161629,1.274160517,0.415753586
武汉天喻信息产业股份有限公司_20201231,2020,武汉天喻信息产业股份有限公司,C,0,0.892221941,0.2160010289999999,0.07662405,2.151992223,3.178753849,-0.7806119090000001,0.000351465,0.26121798,0.021428057,0.005178354,-0.23458226,0.25474742
凯迪生态环境科技股份有限公司_20201231,2020,凯迪生态环境科技股份有限公司,D,0,0.0,0.140726147,0.183270717,0.0,0.013350882,-1.0,0.133954936,0.077329591,0.0344116229999999,0.033819156,-4.82540401,0.066241973
河南豫能控股股份有限公司_20201231,2020,河南豫能控股股份有限公司,D,0,0.002173496,0.124331107,0.062591855,0.0,0.095202745,-0.760864785,0.107259276,0.077564581,0.026129877,0.01114542,0.452266248,0.09011475
四川大通燃气开发股份有限公司_20201231,2020,四川大通燃气开发股份有限公司,D,0,0.018260907,0.112974948,0.032667262,0.0,0.191814084,-0.569332851,0.045004903,0.055202281,0.021915617,0.007224869,0.577669839,0.236349067
新疆火炬燃气股份有限公司_20201231,2020,新疆火炬燃气股份有限公司,D,0,0.503381025,0.077747182,0.090824117,2.521020612,1.61687342,0.0,0.033999942,0.066002965,0.017982961,0.007917528,0.403381024,0.39653703
黑龙江国中水务股份有限公司_20201231,2020,黑龙江国中水务股份有限公司,D,0,0.055577098,0.110997815,0.060285994,0.262014141,2.723988108,0.0,0.081237071,0.050289987,0.2193404189999999,0.020924021,0.0,0.330731943
森特士兴集团股份有限公司_20201231,2020,森特士兴集团股份有限公司,E,0,1.000180592,0.26558813,0.007270346,1.545729907,0.744224001,-0.03811628,0.009651299,0.253387104,0.006617677,0.002891473,3.859477649,0.2065762589999999
深圳市维业装饰集团股份有限公司_20201231,2020,深圳市维业装饰集团股份有限公司,E,0,0.750558602,0.471536609,0.006836025,2.729025853,1.50862389,0.068201916,0.0,0.2239970539999999,0.039055541,0.003931915,0.46644519,0.133649964
深圳市建艺装饰集团股份有限公司_20201231,2020,深圳市建艺装饰集团股份有限公司,E,0,0.998934698,0.333957781,0.021070797,3.4421810880000003,0.247577939,-0.101547784,0.004179607,0.624782995,0.028537092,0.0057235409999999,0.0,0.146860032
成都市路桥工程股份有限公司_20201231,2020,成都市路桥工程股份有限公司,E,0,0.96489658,0.349043326,0.174938041,2.305561175,0.39040591,-0.744369678,0.000505412,0.0870385769999999,0.114993931,0.002555949,0.0,0.0387603679999999
上海汇通能源股份有限公司_20201231,2020,上海汇通能源股份有限公司,F,0,0.471676412,0.129318661,0.481690152,0.141510333,0.0,0.0,0.0,0.008124446,107.9634503,0.038435659,0.0,0.272652638
一心堂药业集团股份有限公司_20201231,2020,一心堂药业集团股份有限公司,F,0,0.6939454620000001,0.507052641,0.044468559,3.97245109,27.04156835,0.219354306,0.001652851,0.087050437,0.0133191989999999,0.002543496,0.8882958590000001,0.39570672
深圳市同益实业股份有限公司_20201231,2020,深圳市同益实业股份有限公司,F,0,0.7119156240000001,0.388530467,0.008709583,6.164091186,0.42970106,-0.572594842,0.009287786,0.544619679,0.008516013,0.0013779279999999,0.0,0.103536489
广州市广百股份有限公司_20201231,2020,广州市广百股份有限公司,F,0,0.509607426,0.294940531,0.1524267809999999,2.820544122,0.0,0.7574910890000001,0.007737757,0.0069618269999999,0.036554477,0.0262227789999999,4.70051284,0.2144410239999999
利群商业集团股份有限公司_20201231,2020,利群商业集团股份有限公司,F,0,0.044716889,0.143135798,0.221054797,0.0,0.205257595,-0.4271614039999999,0.098341708,0.014181252,0.071281176,0.008887126,0.349087593,0.225555555
四川成渝高速公路股份有限公司_20201231,2020,四川成渝高速公路股份有限公司,G,0,0.442086267,0.080911155,0.105134172,0.0,0.177118047,0.157039368,0.003081415,0.00824041,0.124719215,0.010618464,0.424106958,0.332866901
